Income,MntCoffee,MntGoldProds,NumWebVisitsMonth
18690.0,6.0,19.0,8.0
37244.0,18.0,25.0,7.0
82427.0,482.0,107.0,1.0
75342.0,204.0,26.0,4.0
70044.0,1073.0,14.0,
79146.0,245.0,16.0,6.0
77437.0,560.0,29.0,1.0
54984.0,173.0,6.0,7.0
42403.0,22.0,3.0,8.0
55761.0,136.0,32.0,6.0
37292.0,275.0,66.0,8.0
45576.0,56.0,25.0,
70321.0,303.0,191.0,4.0
58086.0,708.0,15.0,8.0
81795.0,324.0,88.0,2.0
28389.0,1.0,8.0,
66835.0,620.0,141.0,2.0
69901.0,312.0,149.0,
80360.0,1493.0,43.0,2.0
63342.0,918.0,21.0,6.0
44989.0,98.0,106.0,6.0
31859.0,3.0,11.0,7.0
51569.0,380.0,34.0,8.0
30372.0,15.0,7.0,7.0
16014.0,3.0,7.0,3.0
41120.0,24.0,24.0,6.0
39763.0,80.0,16.0,9.0
38725.0,,5.0,
77981.0,138.0,60.0,5.0
,,59.0,4.0
13533.0,,17.0,7.0
59481.0,178.0,58.0,2.0
72117.0,707.0,50.0,
21955.0,5.0,11.0,6.0
67131.0,465.0,62.0,6.0
36802.0,16.0,1.0,5.0
71853.0,358.0,32.0,1.0
28249.0,,10.0,6.0
47808.0,123.0,72.0,7.0
25509.0,40.0,11.0,9.0
51012.0,,24.0,6.0
70596.0,347.0,26.0,2.0
85431.0,376.0,53.0,0.0
42664.0,21.0,0.0,6.0
42586.0,194.0,0.0,8.0
29760.0,64.0,17.0,8.0
,206.0,12.0,
39435.0,,13.0,7.0
65370.0,71.0,29.0,1.0
20194.0,0.0,15.0,
42473.0,93.0,25.0,5.0
64590.0,920.0,30.0,6.0
71232.0,653.0,17.0,7.0
34600.0,199.0,15.0,8.0
46904.0,,31.0,8.0
49094.0,376.0,69.0,6.0
36075.0,46.0,30.0,6.0
,600.0,128.0,8.0
77298.0,425.0,79.0,3.0
34026.0,18.0,17.0,5.0
48918.0,52.0,1.0,4.0
82122.0,734.0,100.0,1.0
37697.0,34.0,8.0,6.0
34074.0,,67.0,6.0
28520.0,11.0,20.0,6.0
62535.0,163.0,52.0,3.0
36273.0,29.0,9.0,6.0
63404.0,734.0,17.0,4.0
75774.0,340.0,56.0,4.0
78416.0,453.0,183.0,3.0
75702.0,1073.0,37.0,
59385.0,135.0,36.0,5.0
37070.0,231.0,39.0,
44689.0,18.0,11.0,7.0
53977.0,620.0,82.0,5.0
,,291.0,0.0
18701.0,12.0,10.0,5.0
90369.0,292.0,17.0,1.0
63159.0,965.0,37.0,3.0
37758.0,27.0,1.0,8.0
46757.0,777.0,122.0,9.0
79734.0,572.0,17.0,1.0
63207.0,438.0,70.0,7.0
72071.0,,150.0,2.0
21840.0,17.0,1.0,9.0
58582.0,402.0,42.0,
72282.0,503.0,153.0,7.0
50387.0,369.0,34.0,
,5.0,1.0,7.0
,362.0,61.0,4.0
44635.0,56.0,3.0,7.0
33316.0,79.0,12.0,6.0
63967.0,387.0,162.0,2.0
52513.0,367.0,232.0,7.0
25293.0,15.0,9.0,8.0
54111.0,267.0,50.0,5.0
78394.0,298.0,166.0,2.0
80739.0,,92.0,
22669.0,16.0,48.0,9.0
29236.0,37.0,9.0,9.0
44911.0,159.0,31.0,7.0
54693.0,686.0,35.0,6.0
48186.0,97.0,34.0,7.0
54809.0,63.0,22.0,4.0
41580.0,56.0,3.0,5.0
80336.0,209.0,66.0,1.0
47743.0,198.0,20.0,6.0
62972.0,313.0,192.0,6.0
57333.0,941.0,176.0,6.0
32313.0,86.0,7.0,9.0
84953.0,,72.0,2.0
27071.0,8.0,3.0,6.0
68148.0,389.0,85.0,
65735.0,239.0,11.0,7.0
86836.0,179.0,63.0,5.0
4023.0,5.0,1.0,19.0
30093.0,2.0,16.0,7.0
57705.0,383.0,40.0,6.0
25008.0,2.0,9.0,8.0
83257.0,536.0,67.0,6.0
,2.0,2.0,8.0
,322.0,53.0,2.0
64260.0,539.0,30.0,3.0
82733.0,712.0,38.0,4.0
74290.0,1121.0,12.0,6.0
,68.0,13.0,6.0
21024.0,36.0,18.0,7.0
70116.0,707.0,29.0,1.0
54006.0,,97.0,7.0
69063.0,666.0,26.0,
11448.0,0.0,6.0,6.0
61825.0,162.0,27.0,4.0
70886.0,407.0,53.0,2.0
69109.0,823.0,95.0,4.0
,,59.0,7.0
32889.0,28.0,8.0,5.0
34738.0,3.0,2.0,6.0
30538.0,284.0,20.0,10.0
82326.0,,183.0,2.0
26642.0,13.0,8.0,6.0
69932.0,412.0,57.0,4.0
44503.0,31.0,8.0,
60200.0,502.0,26.0,6.0
49638.0,18.0,0.0,2.0
23830.0,1.0,16.0,7.0
,100.0,219.0,
72905.0,,203.0,1.0
69702.0,,57.0,4.0
70300.0,1045.0,46.0,8.0
70643.0,,33.0,6.0
30396.0,15.0,12.0,7.0
,128.0,4.0,7.0
62772.0,,108.0,2.0
30298.0,6.0,0.0,3.0
,185.0,12.0,7.0
44155.0,22.0,14.0,4.0
86979.0,584.0,35.0,2.0
76532.0,355.0,30.0,5.0
42081.0,175.0,27.0,6.0
67546.0,864.0,172.0,
88420.0,957.0,153.0,1.0
31158.0,25.0,5.0,8.0
61671.0,641.0,28.0,8.0
,273.0,43.0,1.0
49160.0,122.0,15.0,6.0
24882.0,1.0,36.0,6.0
90933.0,1020.0,79.0,1.0
113734.0,6.0,3.0,1.0
,378.0,14.0,3.0
45759.0,42.0,4.0,7.0
,15.0,11.0,7.0
73395.0,272.0,11.0,2.0
29819.0,9.0,2.0,6.0
,279.0,9.0,
62820.0,398.0,53.0,
60491.0,637.0,76.0,5.0
33235.0,45.0,6.0,7.0
35701.0,21.0,5.0,6.0
31535.0,15.0,19.0,7.0
92556.0,493.0,28.0,0.0
67384.0,957.0,107.0,5.0
80573.0,829.0,15.0,2.0
77870.0,1017.0,133.0,8.0
,953.0,174.0,8.0
57107.0,159.0,137.0,8.0
,32.0,18.0,6.0
36038.0,23.0,7.0,6.0
20180.0,18.0,18.0,7.0
34230.0,15.0,2.0,7.0
31878.0,23.0,23.0,3.0
,200.0,185.0,3.0
91249.0,1324.0,27.0,4.0
77598.0,1193.0,33.0,3.0
80982.0,,22.0,5.0
22701.0,2.0,5.0,5.0
55212.0,1103.0,34.0,8.0
70617.0,353.0,27.0,2.0
64849.0,652.0,108.0,
62694.0,379.0,91.0,7.0
,46.0,1.0,5.0
67472.0,,69.0,3.0
21059.0,8.0,8.0,6.0
29543.0,17.0,18.0,7.0
75903.0,340.0,100.0,3.0
34984.0,8.0,3.0,
54998.0,154.0,8.0,4.0
54356.0,710.0,0.0,8.0
34242.0,8.0,1.0,5.0
25410.0,2.0,4.0,4.0
73356.0,1050.0,112.0,2.0
28320.0,19.0,4.0,
23763.0,22.0,6.0,7.0
72570.0,274.0,224.0,
34529.0,68.0,41.0,7.0
70792.0,344.0,114.0,3.0
63211.0,145.0,145.0,2.0
83891.0,217.0,15.0,1.0
36065.0,18.0,3.0,8.0
39898.0,69.0,12.0,
51141.0,144.0,6.0,
56939.0,256.0,49.0,3.0
80872.0,483.0,108.0,1.0
,,0.0,8.0
61798.0,338.0,13.0,4.0
76842.0,,32.0,0.0
,8.0,1.0,6.0
,172.0,27.0,7.0
96843.0,448.0,17.0,2.0
56551.0,67.0,16.0,4.0
,512.0,89.0,5.0
,1462.0,160.0,
44359.0,,1.0,3.0
40887.0,,43.0,9.0
48877.0,102.0,24.0,7.0
,499.0,49.0,3.0
64474.0,381.0,93.0,5.0
77226.0,631.0,21.0,3.0
72643.0,526.0,53.0,2.0
85738.0,913.0,13.0,1.0
55686.0,673.0,26.0,4.0
39062.0,23.0,12.0,4.0
34600.0,199.0,15.0,8.0
40794.0,261.0,50.0,7.0
54690.0,111.0,18.0,3.0
4428.0,16.0,321.0,1.0
32632.0,63.0,53.0,5.0
38236.0,58.0,10.0,7.0
36781.0,29.0,13.0,8.0
31385.0,3.0,9.0,8.0
24570.0,28.0,44.0,9.0
25509.0,,11.0,9.0
,879.0,143.0,1.0
58646.0,62.0,22.0,4.0
53201.0,280.0,27.0,7.0
21994.0,,3.0,5.0
57113.0,182.0,42.0,7.0
,83.0,117.0,4.0
23477.0,38.0,29.0,8.0
58116.0,228.0,51.0,2.0
,1092.0,55.0,3.0
,85.0,21.0,7.0
91712.0,1276.0,48.0,3.0
94472.0,1017.0,16.0,5.0
13672.0,6.0,5.0,8.0
96547.0,448.0,62.0,2.0
,,44.0,4.0
56559.0,226.0,31.0,4.0
32644.0,,23.0,8.0
67506.0,90.0,67.0,3.0
24206.0,7.0,3.0,6.0
28420.0,4.0,0.0,6.0
22979.0,16.0,22.0,8.0
,10.0,0.0,3.0
46423.0,68.0,8.0,7.0
30368.0,35.0,2.0,8.0
63684.0,575.0,80.0,5.0
,315.0,91.0,8.0
68805.0,182.0,20.0,2.0
65814.0,561.0,35.0,5.0
71964.0,587.0,86.0,3.0
39146.0,94.0,12.0,8.0
96876.0,908.0,21.0,2.0
34445.0,228.0,30.0,9.0
68281.0,995.0,41.0,5.0
37284.0,,6.0,6.0
36790.0,3.0,10.0,9.0
,12.0,3.0,8.0
22263.0,17.0,2.0,6.0
,8.0,6.0,8.0
28587.0,22.0,13.0,6.0
,14.0,15.0,6.0
48195.0,106.0,5.0,6.0
77027.0,820.0,11.0,4.0
71322.0,,204.0,4.0
32765.0,13.0,3.0,5.0
29672.0,9.0,8.0,
23272.0,19.0,12.0,4.0
49912.0,520.0,42.0,8.0
7500.0,5.0,34.0,9.0
68117.0,618.0,36.0,6.0
67225.0,315.0,143.0,5.0
17649.0,15.0,1.0,
55914.0,384.0,232.0,7.0
40059.0,110.0,145.0,8.0
60905.0,208.0,38.0,2.0
75330.0,555.0,61.0,6.0
60689.0,240.0,24.0,3.0
38680.0,11.0,12.0,7.0
61416.0,,78.0,6.0
49767.0,202.0,149.0,4.0
83273.0,433.0,102.0,7.0
29009.0,6.0,2.0,6.0
45057.0,37.0,3.0,5.0
37150.0,167.0,116.0,7.0
43020.0,45.0,43.0,6.0
53154.0,129.0,7.0,
65308.0,713.0,34.0,4.0
76467.0,676.0,58.0,6.0
81044.0,450.0,26.0,1.0
32871.0,22.0,5.0,4.0
55801.0,367.0,95.0,7.0
76320.0,526.0,35.0,2.0
36927.0,,4.0,8.0
48794.0,25.0,15.0,4.0
23478.0,28.0,39.0,8.0
71128.0,958.0,31.0,7.0
70179.0,532.0,133.0,5.0
59462.0,724.0,196.0,7.0
,375.0,96.0,3.0
38361.0,,14.0,7.0
,23.0,7.0,6.0
,587.0,130.0,2.0
42554.0,29.0,0.0,4.0
67445.0,757.0,11.0,6.0
67046.0,544.0,107.0,2.0
42192.0,40.0,7.0,4.0
77610.0,1245.0,16.0,7.0
,19.0,28.0,
34350.0,16.0,11.0,7.0
54591.0,376.0,24.0,5.0
71866.0,184.0,33.0,3.0
25293.0,15.0,9.0,8.0
42000.0,124.0,35.0,5.0
69520.0,627.0,93.0,5.0
64713.0,180.0,54.0,4.0
27889.0,14.0,8.0,6.0
22123.0,3.0,31.0,5.0
,71.0,9.0,8.0
,161.0,24.0,6.0
27803.0,8.0,49.0,8.0
,264.0,147.0,7.0
51651.0,293.0,92.0,8.0
68487.0,758.0,89.0,4.0
,532.0,126.0,1.0
56796.0,656.0,37.0,7.0
87000.0,196.0,49.0,2.0
79823.0,835.0,43.0,2.0
30828.0,16.0,12.0,3.0
34109.0,9.0,4.0,4.0
53367.0,229.0,11.0,7.0
,0.0,5.0,7.0
71322.0,121.0,42.0,
,471.0,245.0,1.0
49912.0,520.0,42.0,8.0
48699.0,26.0,1.0,5.0
80144.0,240.0,108.0,1.0
54252.0,178.0,44.0,6.0
81929.0,1486.0,185.0,6.0
76068.0,1115.0,76.0,6.0
53204.0,29.0,6.0,4.0
,529.0,0.0,
14796.0,,16.0,9.0
78128.0,934.0,36.0,3.0
14188.0,2.0,27.0,6.0
20425.0,4.0,17.0,7.0
58646.0,62.0,22.0,4.0
72967.0,158.0,125.0,5.0
48150.0,173.0,47.0,7.0
82332.0,830.0,19.0,2.0
58275.0,,64.0,7.0
,728.0,124.0,6.0
34587.0,7.0,2.0,4.0
43018.0,,64.0,
45736.0,188.0,43.0,7.0
66476.0,742.0,57.0,4.0
27733.0,,17.0,7.0
69805.0,750.0,20.0,2.0
72217.0,816.0,154.0,2.0
25818.0,5.0,9.0,7.0
37509.0,,5.0,7.0
25176.0,4.0,5.0,7.0
43586.0,,16.0,8.0
,176.0,229.0,5.0
50116.0,54.0,2.0,
84906.0,997.0,76.0,2.0
61286.0,356.0,117.0,5.0
82333.0,1311.0,17.0,2.0
65220.0,890.0,12.0,6.0
33590.0,4.0,2.0,7.0
30992.0,17.0,2.0,7.0
72309.0,960.0,0.0,3.0
156924.0,2.0,1.0,0.0
16005.0,1.0,47.0,8.0
65487.0,240.0,163.0,2.0
58692.0,301.0,11.0,7.0
40590.0,154.0,37.0,6.0
20587.0,2.0,9.0,7.0
62637.0,104.0,5.0,2.0
29435.0,70.0,64.0,9.0
19346.0,2.0,2.0,8.0
35788.0,23.0,4.0,6.0
36997.0,43.0,27.0,5.0
23539.0,,25.0,
65333.0,654.0,30.0,
78499.0,912.0,97.0,4.0
29732.0,,4.0,9.0
41275.0,24.0,9.0,
63516.0,141.0,5.0,5.0
42769.0,71.0,0.0,4.0
49572.0,35.0,1.0,7.0
69209.0,496.0,128.0,4.0
17148.0,9.0,16.0,8.0
40590.0,154.0,37.0,6.0
30560.0,9.0,7.0,7.0
32146.0,26.0,3.0,6.0
41713.0,77.0,25.0,6.0
34176.0,11.0,2.0,3.0
58482.0,576.0,7.0,6.0
,89.0,5.0,4.0
60896.0,1013.0,153.0,6.0
62994.0,224.0,12.0,6.0
47320.0,200.0,19.0,6.0
74859.0,570.0,73.0,3.0
15253.0,1.0,,7.0
31560.0,62.0,7.0,8.0
72071.0,531.0,150.0,2.0
91172.0,,56.0,3.0
90000.0,675.0,241.0,1.0
41967.0,23.0,,4.0
69263.0,492.0,21.0,6.0
65706.0,918.0,129.0,7.0
,,54.0,
71965.0,572.0,248.0,3.0
65210.0,626.0,28.0,6.0
79174.0,1074.0,129.0,2.0
81380.0,741.0,103.0,2.0
48432.0,322.0,42.0,8.0
52914.0,254.0,227.0,7.0
38946.0,116.0,41.0,5.0
26067.0,22.0,12.0,8.0
44325.0,,5.0,8.0
42523.0,14.0,35.0,2.0
26487.0,2.0,23.0,5.0
53233.0,28.0,0.0,4.0
67716.0,,56.0,5.0
,519.0,41.0,3.0
84117.0,611.0,26.0,2.0
,240.0,163.0,2.0
25224.0,4.0,8.0,3.0
89616.0,671.0,15.0,2.0
40851.0,23.0,24.0,7.0
27469.0,,0.0,6.0
82347.0,556.0,63.0,
73803.0,833.0,174.0,
8820.0,12.0,4.0,8.0
43322.0,56.0,18.0,7.0
55593.0,,106.0,6.0
50501.0,297.0,152.0,6.0
,39.0,3.0,8.0
16185.0,5.0,45.0,8.0
57731.0,266.0,44.0,6.0
48432.0,322.0,42.0,
73807.0,366.0,54.0,2.0
18929.0,32.0,18.0,6.0
35893.0,158.0,18.0,8.0
61014.0,269.0,29.0,7.0
32144.0,41.0,3.0,7.0
14918.0,3.0,15.0,
45146.0,,15.0,4.0
41769.0,302.0,27.0,8.0
88325.0,519.0,53.0,2.0
38054.0,23.0,0.0,7.0
,594.0,32.0,2.0
5305.0,12.0,5.0,
36807.0,4.0,5.0,6.0
28427.0,18.0,6.0,
82032.0,332.0,57.0,1.0
22775.0,5.0,1.0,8.0
40101.0,171.0,62.0,7.0
58025.0,270.0,22.0,4.0
75777.0,712.0,80.0,1.0
7500.0,2.0,21.0,7.0
33562.0,21.0,3.0,4.0
57642.0,580.0,27.0,4.0
58554.0,368.0,88.0,7.0
63777.0,457.0,53.0,8.0
57967.0,229.0,91.0,5.0
,32.0,22.0,0.0
24434.0,3.0,17.0,7.0
11012.0,24.0,23.0,9.0
44802.0,,20.0,8.0
26816.0,,3.0,4.0
666666.0,9.0,12.0,6.0
,3.0,9.0,7.0
61223.0,709.0,247.0,5.0
64014.0,406.0,8.0,7.0
56981.0,908.0,24.0,6.0
69245.0,428.0,61.0,
52869.0,84.0,21.0,7.0
